YEAR,station_country,station_name,station_id,observation_date,latitude,longitude,elevation,wind_direction_angle,wind_direction_angle_units,wind_direction_quality,wind_type,wind_speed_rate,wind_speed_rate_units,wind_speed_quality,sky_ceiling_height,sky_ceiling_height_units,sky_ceiling_quality,sky_ceiling_determination,sky_cavok,visibility_distance,visibility_distance_units,visibility_distance_quality,visibility_variability,visibility_variability_quality,air_temperature,air_temperature_units,air_temperature_quality,air_temperature_dew_point,air_temperature_dew_point_units,air_temperature_dew_point_quality,atmospheric_sea_level_pressure,atmospheric_sea_level_pressure_units,atmospheric_sea_level_pressure_quality,GEOPOINT
2023,SA,ABHA,41112099999,2023-01-05T00:00:00+00:00,18.240367,42.656625,2090.31,220,ANGULAR DEGREES,Passed all quality control checks,Normal,4.1,METERS PER SECOND,Passed all quality control checks,99999,METERS,Passed gross limits check if element is present,Missing,Yes,9900,METERS,Passed all quality control checks, data originate from an NCEI data source,Missing,Passed gross limits check if element is present,13.0,DEGREES CELSIUS,Passed all quality control checks,-2,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,18.240367, 42.656625
2023,SA,ABHA,41112099999,2023-01-05T06:00:00+00:00,18.240367,42.656625,2090.31,200,ANGULAR DEGREES,Passed all quality control checks,Normal,6.2,METERS PER SECOND,Passed all quality control checks,22000,METERS,Passed all quality control checks,Missing,No,10000,METERS,Passed all quality control checks,Missing,Passed gross limits check if element is present,15.7,DEGREES CELSIUS,Passed all quality control checks,-3,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,18.240367, 42.656625
2023,SA,ABHA,41112099999,2023-01-05T09:00:00+00:00,18.240367,42.656625,2090.31,220,ANGULAR DEGREES,Passed all quality control checks,Normal,6.2,METERS PER SECOND,Passed all quality control checks,99999,METERS,Passed gross limits check if element is present,Missing,No,10000,METERS,Passed all quality control checks,Missing,Passed gross limits check if element is present,19.0,DEGREES CELSIUS,Passed all quality control checks,-4,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,18.240367, 42.656625
2023,SA,ABHA,41112099999,2023-01-05T13:00:00+00:00,18.240367,42.656625,2090.31,200,ANGULAR DEGREES,Passed all quality control checks,Normal,7.2,METERS PER SECOND,Passed all quality control checks,99999,METERS,Passed gross limits check if element is present,Missing,No,9999,METERS,Passed all quality control checks,Missing,Passed gross limits check if element is present,18.0,DEGREES CELSIUS,Passed all quality control checks,2,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,18.240367, 42.656625
2023,SA,ABHA,41112099999,2023-01-05T15:00:00+00:00,18.240367,42.656625,2090.31,200,ANGULAR DEGREES,Passed all quality control checks,Normal,5.7,METERS PER SECOND,Passed all quality control checks,22000,METERS,Passed all quality control checks,Missing,No,10000,METERS,Passed all quality control checks,Missing,Passed gross limits check if element is present,15.0,DEGREES CELSIUS,Passed all quality control checks,7,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,18.240367, 42.656625
2023,SA,ABHA,41112099999,2023-01-05T20:00:00+00:00,18.240367,42.656625,2090.31,200,ANGULAR DEGREES,Passed all quality control checks,Normal,2.1,METERS PER SECOND,Passed all quality control checks,99999,METERS,Passed gross limits check if element is present,Missing,Yes,9900,METERS,Passed all quality control checks, data originate from an NCEI data source,Missing,Passed gross limits check if element is present,12.0,DEGREES CELSIUS,Passed all quality control checks,8,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,18.240367, 42.656625
2023,SA,AL-DAWADAMI,40435099999,2023-01-05T09:00:00+00:00,26.9833333,44.1166666,923.0,999,ANGULAR DEGREES,Passed gross limits check if element is present,Calm,0.0,METERS PER SECOND,Passed all quality control checks,3000,METERS,Passed all quality control checks,Missing,No,8000,METERS,Passed all quality control checks,Missing,Passed gross limits check if element is present,12.0,DEGREES CELSIUS,Passed all quality control checks,11,DEGREES CELSIUS,Passed all quality control checks,1021.0,HECTOPASCALS,Passed all quality control checks,26.9833333, 44.1166666
2023,SA,AL-DAWADAMI,40435099999,2023-01-05T15:00:00+00:00,26.9833333,44.1166666,923.0,30,ANGULAR DEGREES,Passed all quality control checks,Normal,5.1,METERS PER SECOND,Passed all quality control checks,2400,METERS,Passed all quality control checks,Missing,No,10000,METERS,Passed all quality control checks,Missing,Passed gross limits check if element is present,12.5,DEGREES CELSIUS,Passed all quality control checks,11,DEGREES CELSIUS,Passed all quality control checks,1018.6,HECTOPASCALS,Passed all quality control checks,26.9833333, 44.1166666
2023,SA,ABHA,41112099999,2023-01-05T22:00:00+00:00,18.240367,42.656625,2090.31,190,ANGULAR DEGREES,Passed all quality control checks,Normal,2.6,METERS PER SECOND,Passed all quality control checks,99999,METERS,Passed gross limits check if element is present,Missing,Yes,9900,METERS,Passed all quality control checks, data originate from an NCEI data source,Missing,Passed gross limits check if element is present,11.0,DEGREES CELSIUS,Passed all quality control checks,6,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,18.240367, 42.656625
2023,SA,ABHA,41112099999,2023-01-06T00:00:00+00:00,18.240367,42.656625,2090.31,180,ANGULAR DEGREES,Passed all quality control checks,Normal,3.6,METERS PER SECOND,Passed all quality control checks,99999,METERS,Passed gross limits check if element is present,Missing,No,10000,METERS,Passed all quality control checks,Missing,Passed gross limits check if element is present,10.9,DEGREES CELSIUS,Passed all quality control checks,7,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,18.240367, 42.656625
2023,SA,ABHA,41112099999,2023-01-06T01:00:00+00:00,18.240367,42.656625,2090.31,170,ANGULAR DEGREES,Passed all quality control checks,Normal,2.6,METERS PER SECOND,Passed all quality control checks,99999,METERS,Passed gross limits check if element is present,Missing,Yes,9900,METERS,Passed all quality control checks, data originate from an NCEI data source,Missing,Passed gross limits check if element is present,11.0,DEGREES CELSIUS,Passed all quality control checks,7,DEGREES CELSIUS,Passed all quality control checks,9999.9,HECTOPASCALS,Passed gross limits check if element is present,18.240367, 42.656625
